event,session,car,driver,vehicle,lap,time_of_day,s1_kph,parse_error,report_type,round,source_file,extracted_at,identifier,v8sc_name,kph
TAS,P01,14,Cameron Hill,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,14,Cameron Hill,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,215
TAS,P01,14,Cameron Hill,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,14,Cameron Hill,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,14,Cameron Hill,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,14,Cameron Hill,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,14,Cameron Hill,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,14,Cameron Hill,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,14,Cameron Hill,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,14,Cameron Hill,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,14,Cameron Hill,,17,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,14,Cameron Hill,,18,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,17,Brodie Kostecki,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,233
TAS,P01,17,Brodie Kostecki,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,134
TAS,P01,17,Brodie Kostecki,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,121
TAS,P01,17,Brodie Kostecki,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,17,Brodie Kostecki,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,17,Brodie Kostecki,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,17,Brodie Kostecki,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,17,Brodie Kostecki,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,17,Brodie Kostecki,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,18,Anton De Pasquale,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,185
TAS,P01,18,Anton De Pasquale,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,136
TAS,P01,18,Anton De Pasquale,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,110
TAS,P01,18,Anton De Pasquale,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,18,Anton De Pasquale,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,18,Anton De Pasquale,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,18,Anton De Pasquale,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,18,Anton De Pasquale,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,18,Anton De Pasquale,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,18,Anton De Pasquale,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,252
TAS,P01,18,Anton De Pasquale,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,18,Anton De Pasquale,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,18,Anton De Pasquale,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,18,Anton De Pasquale,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,233
TAS,P01,18,Anton De Pasquale,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,18,Anton De Pasquale,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,19,Matthew Payne,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,19,Matthew Payne,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,117
TAS,P01,19,Matthew Payne,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,151
TAS,P01,19,Matthew Payne,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,19,Matthew Payne,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,19,Matthew Payne,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,19,Matthew Payne,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,19,Matthew Payne,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,246
TAS,P01,19,Matthew Payne,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,246
TAS,P01,19,Matthew Payne,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,19,Matthew Payne,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,19,Matthew Payne,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,19,Matthew Payne,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,19,Matthew Payne,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,19,Matthew Payne,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,19,Matthew Payne,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,19,Matthew Payne,,17,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,252
TAS,P01,20,David Reynolds,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,202
TAS,P01,20,David Reynolds,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,135
TAS,P01,20,David Reynolds,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,126
TAS,P01,20,David Reynolds,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,20,David Reynolds,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,20,David Reynolds,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,20,David Reynolds,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,184
TAS,P01,20,David Reynolds,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,20,David Reynolds,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,20,David Reynolds,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,234
TAS,P01,20,David Reynolds,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,217
TAS,P01,20,David Reynolds,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,240
TAS,P01,20,David Reynolds,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,20,David Reynolds,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,252
TAS,P01,26,Kai Allen,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,26,Kai Allen,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,116
TAS,P01,26,Kai Allen,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,152
TAS,P01,26,Kai Allen,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,26,Kai Allen,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,26,Kai Allen,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,26,Kai Allen,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,26,Kai Allen,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,26,Kai Allen,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,26,Kai Allen,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,26,Kai Allen,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,26,Kai Allen,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,26,Kai Allen,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,26,Kai Allen,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,26,Kai Allen,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,26,Kai Allen,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,26,Kai Allen,,17,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,26,Kai Allen,,18,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,26,Kai Allen,,19,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,239
TAS,P01,26,Kai Allen,,20,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,26,Kai Allen,,21,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,26,Kai Allen,,22,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,31,Jayden Ojeda,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,184
TAS,P01,31,Jayden Ojeda,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,165
TAS,P01,31,Jayden Ojeda,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,31,Jayden Ojeda,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,31,Jayden Ojeda,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,252
TAS,P01,31,Jayden Ojeda,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,252
TAS,P01,31,Jayden Ojeda,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,31,Jayden Ojeda,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,31,Jayden Ojeda,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,31,Jayden Ojeda,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,31,Jayden Ojeda,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,31,Jayden Ojeda,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,186
TAS,P01,31,Jayden Ojeda,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,31,Jayden Ojeda,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,31,Jayden Ojeda,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,38,Rylan Gray,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,213
TAS,P01,38,Rylan Gray,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,132
TAS,P01,38,Rylan Gray,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,121
TAS,P01,38,Rylan Gray,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,38,Rylan Gray,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,38,Rylan Gray,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,38,Rylan Gray,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,38,Rylan Gray,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,246
TAS,P01,38,Rylan Gray,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,218
TAS,P01,38,Rylan Gray,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,38,Rylan Gray,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,38,Rylan Gray,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,38,Rylan Gray,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,197
TAS,P01,38,Rylan Gray,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,38,Rylan Gray,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,38,Rylan Gray,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,55,Thomas Randle,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,245
TAS,P01,55,Thomas Randle,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,153
TAS,P01,55,Thomas Randle,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,155
TAS,P01,55,Thomas Randle,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,55,Thomas Randle,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,55,Thomas Randle,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,55,Thomas Randle,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,55,Thomas Randle,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,55,Thomas Randle,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,231
TAS,P01,55,Thomas Randle,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,55,Thomas Randle,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,55,Thomas Randle,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,55,Thomas Randle,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,55,Thomas Randle,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,88,Broc Feeney,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,245
TAS,P01,88,Broc Feeney,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,111
TAS,P01,88,Broc Feeney,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,161
TAS,P01,88,Broc Feeney,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,246
TAS,P01,88,Broc Feeney,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,88,Broc Feeney,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,251
TAS,P01,88,Broc Feeney,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,218
TAS,P01,88,Broc Feeney,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,238
TAS,P01,88,Broc Feeney,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,88,Broc Feeney,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,88,Broc Feeney,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,88,Broc Feeney,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,223
TAS,P01,88,Broc Feeney,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,245
TAS,P01,88,Broc Feeney,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,246
TAS,P01,88,Broc Feeney,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,88,Broc Feeney,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,247
TAS,P01,96,Macauley Jones,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,227
TAS,P01,96,Macauley Jones,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,96
TAS,P01,96,Macauley Jones,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,250
TAS,P01,96,Macauley Jones,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,249
TAS,P01,96,Macauley Jones,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
TAS,P01,96,Macauley Jones,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 1.pdf,2026-05-23 09:18:17,,,248
