event,session,car,driver,vehicle,lap,time_of_day,s1_kph,parse_error,report_type,round,source_file,extracted_at,identifier,v8sc_name,kph
RUA,PRACTICE,888,William Brown,Ford Mustang GT,10,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,777,Declan Fraser,Chev Camaro ZL1,10,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,11,Jackson Walls,Ford Mustang GT,11,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,4,Jack Le Brocq,Chev Camaro ZL1,11,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,3,Aaron Cameron,Ford Mustang GT,11,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,10,Zach Bates,Chev Camaro ZL1,13,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,26,Kai Allen,Ford Mustang GT,12,1,35,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,8,Andre Heimgartner,Toyota GR Supra A90,14,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,2,Ryan Wood,Toyota GR Supra A90,12,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,88,Broc Feeney,Ford Mustang GT,13,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,17,Brodie Kostecki,Ford Mustang GT,11,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,1,Chaz Mostert,Toyota GR Supra A90,13,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,38,Rylan Gray,Ford Mustang GT,13,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,19,Matthew Payne,Ford Mustang GT,13,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,96,Macauley Jones,Toyota GR Supra A90,15,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,99,Cooper Murray,Chev Camaro ZL1,12,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,9,Jobe Stewart,Chev Camaro ZL1,15,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,4,Jack Le Brocq,Chev Camaro ZL1,14,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,31,Jayden Ojeda,Chev Camaro ZL1,14,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,11,Jackson Walls,Ford Mustang GT,14,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,7,James Golding,Ford Mustang GT,14,1,35,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,888,William Brown,Ford Mustang GT,13,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,777,Declan Fraser,Chev Camaro ZL1,14,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,18,Anton De Pasquale,Chev Camaro ZL1,13,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,6,Cameron Waters,Ford Mustang GT,17,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,55,Thomas Randle,Ford Mustang GT,17,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,3,Aaron Cameron,Ford Mustang GT,15,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,38,Rylan Gray,Ford Mustang GT,15,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,10,Zach Bates,Chev Camaro ZL1,17,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,1,Chaz Mostert,Toyota GR Supra A90,16,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,26,Kai Allen,Ford Mustang GT,16,1,35,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,19,Matthew Payne,Ford Mustang GT,16,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,88,Broc Feeney,Ford Mustang GT,17,1,31,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,99,Cooper Murray,Chev Camaro ZL1,15,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,2,Ryan Wood,Toyota GR Supra A90,16,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,19,Matthew Payne,Ford Mustang GT,17,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,31,Jayden Ojeda,Chev Camaro ZL1,16,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,96,Macauley Jones,Toyota GR Supra A90,17,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,8,Andre Heimgartner,Toyota GR Supra A90,20,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,9,Jobe Stewart,Chev Camaro ZL1,18,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,17,Brodie Kostecki,Ford Mustang GT,13,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,888,William Brown,Ford Mustang GT,15,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,777,Declan Fraser,Chev Camaro ZL1,16,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,7,James Golding,Ford Mustang GT,17,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,4,Jack Le Brocq,Chev Camaro ZL1,17,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,55,Thomas Randle,Ford Mustang GT,19,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,38,Rylan Gray,Ford Mustang GT,17,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,2,Ryan Wood,Toyota GR Supra A90,17,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,11,Jackson Walls,Ford Mustang GT,18,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,3,Aaron Cameron,Ford Mustang GT,16,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,6,Cameron Waters,Ford Mustang GT,20,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,18,Anton De Pasquale,Chev Camaro ZL1,14,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,99,Cooper Murray,Chev Camaro ZL1,17,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,10,Zach Bates,Chev Camaro ZL1,20,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,9,Jobe Stewart,Chev Camaro ZL1,21,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,96,Macauley Jones,Toyota GR Supra A90,21,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,26,Kai Allen,Ford Mustang GT,19,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,55,Thomas Randle,Ford Mustang GT,22,1,34,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,17,Brodie Kostecki,Ford Mustang GT,17,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,7,James Golding,Ford Mustang GT,20,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,4,Jack Le Brocq,Chev Camaro ZL1,20,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,3,Aaron Cameron,Ford Mustang GT,19,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,1,Chaz Mostert,Toyota GR Supra A90,22,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,8,Andre Heimgartner,Toyota GR Supra A90,24,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,10,Zach Bates,Chev Camaro ZL1,22,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,777,Declan Fraser,Chev Camaro ZL1,20,1,32,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,19,Matthew Payne,Ford Mustang GT,21,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,38,Rylan Gray,Ford Mustang GT,21,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,6,Cameron Waters,Ford Mustang GT,24,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,18,Anton De Pasquale,Chev Camaro ZL1,18,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,888,William Brown,Ford Mustang GT,19,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,31,Jayden Ojeda,Chev Camaro ZL1,20,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,2,Ryan Wood,Toyota GR Supra A90,21,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,11,Jackson Walls,Ford Mustang GT,21,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,99,Cooper Murray,Chev Camaro ZL1,21,1,35,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,PRACTICE,88,Broc Feeney,Ford Mustang GT,23,1,34,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:49:00,,,
RUA,QR10,888,William Brown,Ford Mustang GT,2,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,88,Broc Feeney,Ford Mustang GT,2,1,34,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,2,Ryan Wood,Toyota GR Supra A90,2,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,38,Rylan Gray,Ford Mustang GT,2,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,6,Cameron Waters,Ford Mustang GT,2,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,11,Jackson Walls,Ford Mustang GT,2,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,14,Cameron Hill,Toyota GR Supra A90,2,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,96,Macauley Jones,Toyota GR Supra A90,2,1,34,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,9,Jobe Stewart,Chev Camaro ZL1,2,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,777,Declan Fraser,Chev Camaro ZL1,2,1,34,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,1,Chaz Mostert,Toyota GR Supra A90,3,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,19,Matthew Payne,Ford Mustang GT,3,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,26,Kai Allen,Ford Mustang GT,3,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,55,Thomas Randle,Ford Mustang GT,3,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,17,Brodie Kostecki,Ford Mustang GT,3,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,18,Anton De Pasquale,Chev Camaro ZL1,3,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,3,Aaron Cameron,Ford Mustang GT,3,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,7,James Golding,Ford Mustang GT,3,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,4,Jack Le Brocq,Chev Camaro ZL1,3,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,10,Zach Bates,Chev Camaro ZL1,3,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,8,Andre Heimgartner,Toyota GR Supra A90,3,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,31,Jayden Ojeda,Chev Camaro ZL1,3,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,99,Cooper Murray,Chev Camaro ZL1,3,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,31,Jayden Ojeda,Chev Camaro ZL1,5,1,33,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,88,Broc Feeney,Ford Mustang GT,5,1,32,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,888,William Brown,Ford Mustang GT,5,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,6,Cameron Waters,Ford Mustang GT,5,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,17,Brodie Kostecki,Ford Mustang GT,6,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,38,Rylan Gray,Ford Mustang GT,5,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,9,Jobe Stewart,Chev Camaro ZL1,5,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,96,Macauley Jones,Toyota GR Supra A90,5,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,14,Cameron Hill,Toyota GR Supra A90,5,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,11,Jackson Walls,Ford Mustang GT,5,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,777,Declan Fraser,Chev Camaro ZL1,5,1,31,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,8,Andre Heimgartner,Toyota GR Supra A90,6,1,34,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,1,Chaz Mostert,Toyota GR Supra A90,6,1,36,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,55,Thomas Randle,Ford Mustang GT,6,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,2,Ryan Wood,Toyota GR Supra A90,5,1,35,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,18,Anton De Pasquale,Chev Camaro ZL1,6,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,3,Aaron Cameron,Ford Mustang GT,6,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,19,Matthew Payne,Ford Mustang GT,6,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,7,James Golding,Ford Mustang GT,6,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,4,Jack Le Brocq,Chev Camaro ZL1,6,1,34,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,99,Cooper Murray,Chev Camaro ZL1,6,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,10,Zach Bates,Chev Camaro ZL1,6,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,26,Kai Allen,Ford Mustang GT,7,1,33,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,19,Matthew Payne,Ford Mustang GT,7,1,35,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,10,Zach Bates,Chev Camaro ZL1,8,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,88,Broc Feeney,Ford Mustang GT,8,1,37,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,888,William Brown,Ford Mustang GT,8,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,1,Chaz Mostert,Toyota GR Supra A90,8,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,2,Ryan Wood,Toyota GR Supra A90,7,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,7,James Golding,Ford Mustang GT,8,1,39,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,17,Brodie Kostecki,Ford Mustang GT,8,1,35,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,18,Anton De Pasquale,Chev Camaro ZL1,8,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
RUA,QR10,10,Zach Bates,Chev Camaro ZL1,10,1,38,FALSE,pit_speed,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Qualifying Race 10.pdf,2026-04-22 16:49:00,,,
