event,session,car,driver,vehicle,lap,time_of_day,s1_kph,parse_error,round,source_file,extracted_at,kph,report_type
RUA,R10,11,Jackson Walls,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,243,
RUA,R10,11,Jackson Walls,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,11,Jackson Walls,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,11,Jackson Walls,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,244,
RUA,R10,11,Jackson Walls,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,234,
RUA,R10,11,Jackson Walls,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,233,
RUA,R10,11,Jackson Walls,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,245,
RUA,R10,11,Jackson Walls,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,248,
RUA,R10,11,Jackson Walls,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,11,Jackson Walls,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,243,
RUA,R10,11,Jackson Walls,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,241,
RUA,R10,11,Jackson Walls,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,239,
RUA,R10,11,Jackson Walls,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,244,
RUA,R10,14,Cameron Hill,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,99,
RUA,R10,14,Cameron Hill,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,131,
RUA,R10,14,Cameron Hill,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,185,
RUA,R10,14,Cameron Hill,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,14,Cameron Hill,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,17,Brodie Kostecki,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,200,
RUA,R10,17,Brodie Kostecki,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,17,Brodie Kostecki,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,17,Brodie Kostecki,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,17,Brodie Kostecki,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,17,Brodie Kostecki,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,17,Brodie Kostecki,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,17,Brodie Kostecki,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,17,Brodie Kostecki,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,17,Brodie Kostecki,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,17,Brodie Kostecki,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,17,Brodie Kostecki,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,194,
RUA,R10,17,Brodie Kostecki,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,17,Brodie Kostecki,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,17,Brodie Kostecki,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,17,Brodie Kostecki,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,17,Brodie Kostecki,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,17,Brodie Kostecki,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,17,Brodie Kostecki,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,17,Brodie Kostecki,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,255,
RUA,R10,17,Brodie Kostecki,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,256,
RUA,R10,17,Brodie Kostecki,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,255,
RUA,R10,17,Brodie Kostecki,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,17,Brodie Kostecki,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,17,Brodie Kostecki,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,256,
RUA,R10,17,Brodie Kostecki,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,256,
RUA,R10,18,Anton De Pasquale,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,202,
RUA,R10,18,Anton De Pasquale,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,242,
RUA,R10,18,Anton De Pasquale,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,18,Anton De Pasquale,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,18,Anton De Pasquale,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,18,Anton De Pasquale,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,18,Anton De Pasquale,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,18,Anton De Pasquale,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,192,
RUA,R10,18,Anton De Pasquale,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,18,Anton De Pasquale,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,18,Anton De Pasquale,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,18,Anton De Pasquale,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,18,Anton De Pasquale,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,249,
RUA,R10,18,Anton De Pasquale,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,18,Anton De Pasquale,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,18,Anton De Pasquale,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,18,Anton De Pasquale,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,18,Anton De Pasquale,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,18,Anton De Pasquale,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,18,Anton De Pasquale,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,246,
RUA,R10,18,Anton De Pasquale,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,19,Matthew Payne,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,200,
RUA,R10,19,Matthew Payne,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,240,
RUA,R10,19,Matthew Payne,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,19,Matthew Payne,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,19,Matthew Payne,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,194,
RUA,R10,19,Matthew Payne,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,19,Matthew Payne,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,19,Matthew Payne,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,254,
RUA,R10,19,Matthew Payne,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,19,Matthew Payne,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,19,Matthew Payne,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,254,
RUA,R10,19,Matthew Payne,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,254,
RUA,R10,19,Matthew Payne,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,19,Matthew Payne,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,254,
RUA,R10,26,Kai Allen,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,201,
RUA,R10,26,Kai Allen,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,247,
RUA,R10,26,Kai Allen,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,26,Kai Allen,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,26,Kai Allen,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,26,Kai Allen,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,26,Kai Allen,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,26,Kai Allen,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,254,
RUA,R10,26,Kai Allen,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,26,Kai Allen,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,26,Kai Allen,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,26,Kai Allen,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,26,Kai Allen,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,193,
RUA,R10,26,Kai Allen,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,253,
RUA,R10,26,Kai Allen,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,26,Kai Allen,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,26,Kai Allen,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,250,
RUA,R10,26,Kai Allen,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,251,
RUA,R10,26,Kai Allen,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,26,Kai Allen,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
RUA,R10,26,Kai Allen,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 10.pdf,2026-04-22 16:34:45,252,
