event,session,car,driver,vehicle,lap,time_of_day,s1_kph,parse_error,round,source_file,extracted_at,kph,report_type
RUA,PRACTICE,6,Cameron Waters,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,6,Cameron Waters,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,6,Cameron Waters,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,220,
RUA,PRACTICE,6,Cameron Waters,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,141,
RUA,PRACTICE,6,Cameron Waters,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,6,Cameron Waters,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,6,Cameron Waters,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,131,
RUA,PRACTICE,6,Cameron Waters,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,6,Cameron Waters,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,7,James Golding,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,81,
RUA,PRACTICE,7,James Golding,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,215,
RUA,PRACTICE,7,James Golding,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,242,
RUA,PRACTICE,7,James Golding,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,142,
RUA,PRACTICE,7,James Golding,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,243,
RUA,PRACTICE,7,James Golding,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,7,James Golding,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,255,
RUA,PRACTICE,7,James Golding,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,250,
RUA,PRACTICE,7,James Golding,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,196,
RUA,PRACTICE,7,James Golding,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,7,James Golding,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,7,James Golding,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,196,
RUA,PRACTICE,7,James Golding,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,7,James Golding,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,7,James Golding,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,7,James Golding,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,198,
RUA,PRACTICE,7,James Golding,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,7,James Golding,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,7,James Golding,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,185,
RUA,PRACTICE,7,James Golding,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,256,
RUA,PRACTICE,8,Andre Heimgartner,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,133,
RUA,PRACTICE,8,Andre Heimgartner,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,234,
RUA,PRACTICE,8,Andre Heimgartner,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,8,Andre Heimgartner,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,151,
RUA,PRACTICE,8,Andre Heimgartner,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,8,Andre Heimgartner,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,8,Andre Heimgartner,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,8,Andre Heimgartner,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,8,Andre Heimgartner,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,8,Andre Heimgartner,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,8,Andre Heimgartner,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,255,
RUA,PRACTICE,8,Andre Heimgartner,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,190,
RUA,PRACTICE,8,Andre Heimgartner,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,8,Andre Heimgartner,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,8,Andre Heimgartner,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,249,
RUA,PRACTICE,8,Andre Heimgartner,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,194,
RUA,PRACTICE,8,Andre Heimgartner,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,8,Andre Heimgartner,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,8,Andre Heimgartner,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,8,Andre Heimgartner,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,8,Andre Heimgartner,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,8,Andre Heimgartner,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,84,
RUA,PRACTICE,8,Andre Heimgartner,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,255,
RUA,PRACTICE,8,Andre Heimgartner,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,9,Jobe Stewart,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,73,
RUA,PRACTICE,9,Jobe Stewart,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,239,
RUA,PRACTICE,9,Jobe Stewart,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,237,
RUA,PRACTICE,9,Jobe Stewart,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,181,
RUA,PRACTICE,9,Jobe Stewart,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,250,
RUA,PRACTICE,9,Jobe Stewart,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,249,
RUA,PRACTICE,9,Jobe Stewart,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,9,Jobe Stewart,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,9,Jobe Stewart,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,192,
RUA,PRACTICE,9,Jobe Stewart,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,9,Jobe Stewart,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,9,Jobe Stewart,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,9,Jobe Stewart,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,9,Jobe Stewart,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,9,Jobe Stewart,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,9,Jobe Stewart,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,9,Jobe Stewart,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,194,
RUA,PRACTICE,9,Jobe Stewart,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,9,Jobe Stewart,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,9,Jobe Stewart,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,111,
RUA,PRACTICE,9,Jobe Stewart,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,159,
RUA,PRACTICE,10,Zach Bates,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,89,
RUA,PRACTICE,10,Zach Bates,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,244,
RUA,PRACTICE,10,Zach Bates,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,250,
RUA,PRACTICE,10,Zach Bates,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,167,
RUA,PRACTICE,10,Zach Bates,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,10,Zach Bates,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,10,Zach Bates,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,10,Zach Bates,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,250,
RUA,PRACTICE,10,Zach Bates,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,10,Zach Bates,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,193,
RUA,PRACTICE,10,Zach Bates,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,10,Zach Bates,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,10,Zach Bates,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,10,Zach Bates,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,10,Zach Bates,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,180,
RUA,PRACTICE,10,Zach Bates,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,10,Zach Bates,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,10,Zach Bates,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,10,Zach Bates,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,96,
RUA,PRACTICE,10,Zach Bates,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,10,Zach Bates,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,10,Zach Bates,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,168,
RUA,PRACTICE,11,Jackson Walls,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,102,
RUA,PRACTICE,11,Jackson Walls,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,215,
RUA,PRACTICE,11,Jackson Walls,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,209,
RUA,PRACTICE,11,Jackson Walls,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,158,
RUA,PRACTICE,11,Jackson Walls,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,238,
RUA,PRACTICE,11,Jackson Walls,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,247,
RUA,PRACTICE,11,Jackson Walls,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,11,Jackson Walls,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,141,
RUA,PRACTICE,11,Jackson Walls,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,246,
RUA,PRACTICE,11,Jackson Walls,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,11,Jackson Walls,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,250,
RUA,PRACTICE,11,Jackson Walls,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,11,Jackson Walls,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,132,
RUA,PRACTICE,11,Jackson Walls,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,11,Jackson Walls,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,11,Jackson Walls,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,155,
RUA,PRACTICE,11,Jackson Walls,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,11,Jackson Walls,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,11,Jackson Walls,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,11,Jackson Walls,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,132,
RUA,PRACTICE,11,Jackson Walls,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,14,Cameron Hill,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,113,
RUA,PRACTICE,17,Brodie Kostecki,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,71,
RUA,PRACTICE,17,Brodie Kostecki,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,240,
RUA,PRACTICE,17,Brodie Kostecki,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,247,
RUA,PRACTICE,17,Brodie Kostecki,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,189,
RUA,PRACTICE,17,Brodie Kostecki,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,17,Brodie Kostecki,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,255,
RUA,PRACTICE,17,Brodie Kostecki,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,256,
RUA,PRACTICE,17,Brodie Kostecki,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,184,
RUA,PRACTICE,17,Brodie Kostecki,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,17,Brodie Kostecki,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,17,Brodie Kostecki,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,186,
RUA,PRACTICE,17,Brodie Kostecki,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,17,Brodie Kostecki,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,197,
RUA,PRACTICE,17,Brodie Kostecki,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,17,Brodie Kostecki,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,143,
RUA,PRACTICE,17,Brodie Kostecki,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,246,
RUA,PRACTICE,17,Brodie Kostecki,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,18,Anton De Pasquale,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,75,
RUA,PRACTICE,18,Anton De Pasquale,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,233,
RUA,PRACTICE,18,Anton De Pasquale,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,247,
RUA,PRACTICE,18,Anton De Pasquale,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,150,
RUA,PRACTICE,18,Anton De Pasquale,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,250,
RUA,PRACTICE,18,Anton De Pasquale,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,18,Anton De Pasquale,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,138,
RUA,PRACTICE,18,Anton De Pasquale,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,18,Anton De Pasquale,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,18,Anton De Pasquale,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,186,
RUA,PRACTICE,18,Anton De Pasquale,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,252,
RUA,PRACTICE,18,Anton De Pasquale,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,253,
RUA,PRACTICE,18,Anton De Pasquale,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,175,
RUA,PRACTICE,18,Anton De Pasquale,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,251,
RUA,PRACTICE,18,Anton De Pasquale,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,176,
RUA,PRACTICE,18,Anton De Pasquale,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,108,
RUA,PRACTICE,18,Anton De Pasquale,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,18,Anton De Pasquale,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,254,
RUA,PRACTICE,19,Matthew Payne,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,67,
RUA,PRACTICE,19,Matthew Payne,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,215,
RUA,PRACTICE,19,Matthew Payne,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,247,
RUA,PRACTICE,19,Matthew Payne,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Practice.pdf,2026-04-22 16:34:43,174,
