TIRF Data File: Project 1792; Run 29; ISO False; ID 0ewPQRp
ET	V	SA	IA	RL	FX	FY	FZ	MX	MZ	NFX	NFY	P	N	HT	RE	SR	TSTO	TSTC	TSTI	TSTSI	RST	CFZ	CV	CSA	CSR	CP	CIA	AmbTmp	TLT1	TLT2	TLT3	TLT4	TLT5	TLT6	TLT7	TLT8
s	kph	deg	deg	cm	N	N	N	Nm	Nm	none	none	psi	rpm	Nm	cm	SAE	deg c	deg c	deg c	deg c	deg c	N	kph	deg	none	psi	deg	deg c								
5.08	0.01	0.010	0.005	32.41	27.99	-20.54	-3023.84	70.69	4.60	-0.01	0.01	17.11	0.09	-4.39	23.18	0.40	31.51	27.63	29.95	27.87	22.65	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.09	0.01	0.016	0.004	32.40	22.41	-17.22	-3023.59	70.77	4.48	-0.01	0.01	17.13	0.22	-3.17	10.06	2.22	31.51	27.64	29.93	27.87	22.63	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.10	0.01	0.022	0.007	32.40	9.58	-20.49	-3020.77	69.06	3.95	-0.00	0.01	17.12	-0.03	0.49	-76.16	-1.43	31.50	27.64	29.88	27.85	22.59	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.11	0.03	0.003	0.005	32.41	3.58	-19.45	-3020.31	69.25	3.66	-0.00	0.01	17.10	0.09	-4.39	75.96	-0.57	31.48	27.65	29.91	27.87	22.58	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.12	-0.02	0.015	0.007	32.40	8.45	-20.52	-3022.82	69.95	3.36	-0.00	0.01	17.12	-0.15	4.15	34.81	-0.07	31.46	27.63	29.91	27.85	22.56	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.13	-0.00	0.018	0.005	32.40	15.67	-20.62	-3021.78	69.18	3.77	-0.01	0.01	17.12	-0.03	7.81	10.55	2.07	31.43	27.61	29.90	27.84	22.54	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.14	0.01	0.019	0.005	32.40	22.17	-19.43	-3025.82	71.20	4.39	-0.01	0.01	17.12	0.22	-0.73	10.06	2.22	31.45	27.61	29.88	27.80	22.53	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.15	0.01	0.019	0.003	32.40	20.00	-18.45	-3023.22	70.49	5.04	-0.01	0.01	17.10	-0.15	-9.28	-14.41	-3.25	31.42	27.62	29.91	27.77	22.50	-3112.87	0.27	0.000	0.83	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.16	-0.00	0.013	0.001	32.41	12.11	-22.04	-3022.61	68.41	3.58	-0.00	0.01	17.10	-0.15	0.49	2.00	15.24	31.40	27.65	29.95	27.75	22.49	-3112.87	0.27	0.000	0.83	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.17	0.01	0.007	0.001	32.40	9.27	-18.55	-3024.10	70.60	3.18	-0.00	0.01	17.11	-0.03	9.03	-76.16	-1.43	31.34	27.67	29.93	27.75	22.49	-3112.87	0.55	0.000	2.67	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.18	0.01	0.006	0.007	32.40	14.96	-17.15	-3024.05	70.19	3.34	-0.00	0.01	17.10	-0.03	-0.73	-76.16	-1.43	31.38	27.70	29.93	27.77	22.52	-3112.87	0.55	0.000	2.67	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.19	0.01	0.016	-0.002	32.41	22.75	-19.82	-3022.13	70.09	4.12	-0.01	0.01	17.10	0.09	-0.73	23.18	0.40	31.35	27.69	30.00	27.79	22.53	-3112.87	0.82	0.000	4.50	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.20	-0.02	0.010	0.008	32.40	19.43	-17.03	-3029.26	72.13	4.03	-0.01	0.01	17.07	0.09	-6.84	-55.99	-1.58	31.37	27.70	29.98	27.79	22.55	-3112.87	0.82	0.000	4.50	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.21	0.02	0.018	-0.003	32.40	13.92	-19.90	-3025.65	70.57	4.58	-0.00	0.01	17.07	-0.03	-1.95	-162.87	-1.20	31.38	27.72	30.00	27.84	22.55	-3112.87	1.11	0.000	6.33	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.22	0.01	0.015	0.001	32.41	8.68	-18.54	-3021.68	69.67	4.10	-0.00	0.01	17.07	0.09	2.93	23.18	0.40	31.32	27.76	30.03	27.84	22.57	-3112.87	1.11	0.000	6.33	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.23	-0.00	0.012	-0.000	32.41	10.00	-19.81	-3023.94	69.70	2.97	-0.00	0.01	17.07	0.34	9.03	-0.89	-37.42	31.40	27.76	30.01	27.90	22.57	-3112.87	1.38	0.000	8.17	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.24	-0.02	0.015	0.001	32.40	14.32	-20.86	-3026.55	70.42	3.60	-0.00	0.01	17.07	-0.15	1.71	34.81	-0.07	31.43	27.77	30.00	27.90	22.60	-3112.87	1.38	0.000	8.17	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.25	-0.00	0.013	0.001	32.40	22.12	-19.74	-3024.24	69.73	4.37	-0.01	0.01	17.06	-0.15	-3.17	2.00	15.24	31.40	27.75	30.00	27.90	22.64	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.26	0.01	0.012	0.001	32.41	22.17	-19.76	-3022.91	68.94	5.03	-0.01	0.01	17.06	-0.03	-4.39	-76.16	-1.43	31.40	27.74	30.00	27.92	22.66	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.27	0.01	0.013	-0.005	32.41	11.53	-20.03	-3027.63	70.82	3.86	-0.00	0.01	17.05	-0.03	-3.17	-76.16	-1.43	31.43	27.73	30.00	27.98	22.66	-3112.87	1.66	0.000	10.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.28	0.02	0.010	0.003	32.40	7.10	-18.51	-3023.76	69.93	3.83	-0.00	0.01	17.05	0.22	-6.84	21.51	0.51	31.48	27.67	29.95	27.98	22.65	-3112.87	1.66	0.000	10.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.29	0.01	0.019	0.004	32.40	7.78	-19.54	-3027.60	71.44	2.96	-0.00	0.01	17.04	-0.03	4.15	-76.16	-1.43	31.48	27.64	29.96	27.98	22.62	-3112.87	1.66	0.000	10.00	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.30	0.01	0.013	-0.000	32.41	17.70	-19.84	-3025.13	69.85	3.71	-0.01	0.01	17.03	-0.15	-0.73	-14.41	-3.25	31.48	27.61	29.98	27.98	22.60	-3112.87	1.66	0.000	10.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.31	0.01	0.016	0.004	32.40	27.10	-18.45	-3024.43	69.98	3.47	-0.01	0.01	17.01	-0.15	2.93	-14.41	-3.25	31.46	27.62	30.01	27.97	22.59	-3112.87	1.66	0.000	10.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.32	-0.00	0.015	0.008	32.40	25.83	-19.33	-3026.94	70.71	4.61	-0.01	0.01	17.01	0.09	-5.62	-3.21	-11.09	31.42	27.62	30.03	27.98	22.58	-3112.87	1.66	0.000	10.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.33	0.02	0.013	0.004	32.40	15.23	-18.37	-3024.48	70.65	4.09	-0.01	0.01	17.03	-0.03	0.49	-162.87	-1.20	31.43	27.61	30.01	28.03	22.57	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.34	0.02	0.015	-0.002	32.40	2.23	-21.03	-3028.51	70.69	2.85	-0.00	0.01	17.02	-0.03	-1.95	-162.87	-1.20	31.42	27.59	29.98	28.00	22.53	-3112.87	1.66	0.000	10.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.35	-0.02	0.019	0.004	32.40	2.14	-19.59	-3024.83	69.83	2.82	-0.00	0.01	17.04	0.09	0.49	-55.99	-1.58	31.46	27.58	29.98	28.03	22.53	-3112.87	1.66	0.000	10.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.36	0.02	0.004	0.007	32.40	11.35	-19.45	-3025.03	69.84	3.14	-0.00	0.01	17.05	-0.15	4.15	-30.81	-2.05	31.46	27.56	29.96	28.03	22.54	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.37	0.01	0.019	-0.000	32.40	22.04	-18.76	-3026.26	69.60	3.70	-0.01	0.01	17.07	-0.03	6.59	-76.16	-1.43	31.43	27.57	29.95	28.05	22.55	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.38	-0.00	0.007	-0.003	32.40	28.40	-20.02	-3026.60	70.02	3.62	-0.01	0.01	17.07	-0.15	13.92	2.00	15.24	31.46	27.61	29.93	28.01	22.56	-3112.87	1.66	0.000	10.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.39	-0.02	0.007	0.003	32.40	28.64	-17.37	-3027.04	71.19	3.71	-0.01	0.01	17.08	-0.15	10.25	34.81	-0.07	31.48	27.61	29.90	27.98	22.55	-3112.87	1.66	0.000	10.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.40	0.01	0.022	0.004	32.40	39.95	-16.09	-3028.74	72.91	5.30	-0.01	0.01	17.08	-0.03	21.24	-76.16	-1.43	31.53	27.62	29.88	27.98	22.55	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.41	0.01	0.020	0.004	32.40	52.44	-17.12	-3029.80	74.07	6.84	-0.02	0.01	17.08	-0.39	20.02	-5.50	-6.89	31.51	27.65	29.90	27.95	22.54	-3112.87	1.66	0.000	10.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.42	0.02	0.006	0.008	32.40	64.83	-19.08	-3035.45	76.22	9.00	-0.02	0.01	17.10	-0.27	22.46	-17.02	-2.90	31.50	27.67	29.93	27.92	22.53	-3112.87	1.66	0.000	10.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.43	0.01	0.007	-0.005	32.40	74.07	-21.98	-3036.05	77.07	9.98	-0.02	0.01	17.11	0.09	23.68	23.18	0.40	31.59	27.67	29.95	27.88	22.53	-3112.87	1.66	0.000	10.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.44	-0.00	0.010	0.010	32.40	81.46	-22.29	-3036.67	77.54	11.09	-0.03	0.01	17.11	0.09	21.24	-3.21	-11.09	31.58	27.67	29.95	27.84	22.54	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.45	-0.00	0.016	-0.002	32.40	89.45	-21.78	-3035.63	77.03	12.59	-0.03	0.01	17.10	0.09	26.12	-3.21	-11.09	31.63	27.67	29.95	27.87	22.54	-3112.87	1.66	0.000	10.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.46	-0.00	0.013	0.004	32.40	91.02	-19.10	-3037.32	79.00	13.49	-0.03	0.01	17.11	-0.03	13.92	10.55	2.07	31.63	27.66	29.95	27.87	22.54	-3112.87	1.66	0.000	10.00	17.00	0.000	26.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.47	-0.00	0.015	-0.005	32.40	89.53	-18.42	-3040.74	80.33	14.55	-0.03	0.01	17.12	0.09	17.58	-3.21	-11.09	31.58	27.63	29.95	27.84	22.52	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.48	-0.00	0.016	0.001	32.40	84.60	-20.36	-3038.37	79.55	14.83	-0.03	0.01	17.12	0.09	16.36	-3.21	-11.09	31.61	27.63	29.95	27.84	22.53	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.49	0.01	0.016	0.010	32.40	84.56	-16.40	-3039.87	81.73	14.81	-0.03	0.01	17.12	0.09	23.68	23.18	0.40	31.63	27.64	29.96	27.88	22.53	-3112.87	1.66	0.000	10.00	17.00	0.000	26.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.50	-0.02	0.015	-0.000	32.40	87.59	-14.60	-3036.72	81.81	15.28	-0.03	0.00	17.12	-0.27	17.58	19.22	0.69	31.66	27.66	29.95	27.87	22.54	-3112.87	1.66	0.000	10.00	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.51	-0.00	0.013	0.004	32.40	90.95	-18.96	-3037.71	80.97	16.03	-0.03	0.01	17.12	-0.03	17.58	10.55	2.07	31.67	27.68	29.93	27.90	22.55	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.52	0.01	0.004	0.005	32.40	90.22	-18.97	-3040.81	80.76	16.89	-0.03	0.01	17.12	-0.15	16.36	-14.41	-3.25	31.64	27.69	29.95	27.88	22.56	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.53	0.01	0.013	0.007	32.39	83.72	-21.10	-3041.01	81.56	15.62	-0.03	0.01	17.09	-0.03	21.24	-76.16	-1.43	31.67	27.72	29.91	27.92	22.56	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.54	0.03	0.010	0.011	32.40	81.65	-18.55	-3042.35	82.85	15.67	-0.03	0.01	17.10	-0.15	17.58	-47.22	-1.69	31.71	27.76	29.93	27.93	22.55	-3112.87	1.66	0.000	10.00	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.55	0.01	0.009	0.005	32.40	82.43	-18.87	-3040.02	81.90	14.83	-0.03	0.01	17.10	-0.03	15.14	-76.16	-1.43	31.72	27.75	29.88	27.93	22.52	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.56	-0.02	0.019	0.004	32.40	86.08	-17.78	-3039.03	82.02	15.69	-0.03	0.01	17.08	0.22	17.58	-24.30	-2.33	31.69	27.75	29.88	27.97	22.50	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.57	0.01	0.016	0.001	32.40	91.18	-17.91	-3038.14	81.91	16.12	-0.03	0.01	17.07	-0.15	23.68	-14.41	-3.25	31.64	27.75	29.87	27.97	22.50	-3112.87	1.66	0.000	10.00	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.58	-0.00	0.013	0.011	32.40	90.55	-17.42	-3039.08	81.41	17.02	-0.03	0.01	17.06	-0.03	17.58	10.55	2.07	31.63	27.74	29.85	28.01	22.49	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.59	-0.00	0.015	-0.002	32.40	87.57	-19.29	-3037.55	80.34	16.56	-0.03	0.01	17.06	-0.15	18.80	2.00	15.23	31.64	27.74	29.82	28.03	22.48	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.60	0.02	0.013	0.001	32.40	82.52	-17.93	-3038.94	82.02	15.51	-0.03	0.01	17.06	-0.03	17.58	-162.87	-1.20	31.56	27.73	29.87	28.05	22.47	-3112.87	1.66	0.000	10.00	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.61	0.01	0.016	-0.002	32.40	79.68	-19.27	-3038.68	81.11	15.11	-0.03	0.01	17.04	-0.27	13.92	-7.96	-5.07	31.55	27.73	29.87	28.03	22.48	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.62	-0.00	0.015	0.005	32.40	81.88	-19.97	-3038.93	81.55	16.40	-0.03	0.01	17.04	-0.03	15.14	10.55	2.07	31.53	27.74	29.83	28.05	22.50	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.63	0.01	0.009	0.010	32.39	81.83	-19.73	-3037.76	81.39	16.38	-0.03	0.01	17.04	0.09	16.36	23.18	0.40	31.56	27.71	29.85	28.05	22.50	-3112.87	1.66	0.000	10.00	17.00	0.000	26.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.64	0.01	0.015	-0.000	32.40	81.16	-19.14	-3038.93	81.78	15.98	-0.03	0.01	17.04	-0.03	20.02	-76.16	-1.43	31.61	27.71	29.87	28.03	22.51	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.65	0.01	0.007	0.007	32.40	80.31	-21.14	-3038.43	79.96	14.86	-0.03	0.01	17.04	-0.03	23.68	-76.16	-1.43	31.58	27.69	29.87	28.05	22.54	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.66	0.01	0.022	0.004	32.40	86.08	-18.89	-3036.77	81.49	15.69	-0.03	0.01	17.02	-0.15	20.02	-14.41	-3.25	31.61	27.70	29.88	28.03	22.56	-3112.87	1.66	0.000	10.00	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.67	-0.00	0.003	0.004	32.40	86.85	-17.73	-3035.69	81.60	16.14	-0.03	0.01	17.01	-0.15	18.80	2.00	15.23	31.64	27.72	29.91	28.01	22.57	-3112.87	1.66	0.000	10.00	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.68	0.01	0.010	0.005	32.40	86.12	-17.67	-3036.77	81.74	16.35	-0.03	0.01	17.03	0.09	17.58	23.18	0.40	31.64	27.74	29.96	28.03	22.57	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.69	-0.02	0.006	0.003	32.40	81.88	-18.94	-3035.58	81.34	15.76	-0.03	0.01	17.04	0.09	10.25	-55.99	-1.58	31.58	27.76	30.00	28.01	22.59	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.70	0.01	0.009	0.007	32.40	83.23	-19.89	-3037.76	81.39	16.57	-0.03	0.01	17.04	0.09	17.58	23.18	0.40	31.58	27.80	29.96	28.03	22.58	-3112.87	1.66	0.000	10.00	17.00	0.000	26.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.71	0.01	0.007	0.008	32.40	79.67	-19.80	-3036.57	81.23	15.75	-0.03	0.01	17.01	-0.03	15.14	-76.16	-1.43	31.59	27.81	29.96	28.03	22.60	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.72	0.02	0.015	-0.002	32.40	79.63	-20.34	-3036.56	81.22	15.09	-0.03	0.01	17.03	-0.03	20.02	-162.87	-1.20	31.61	27.78	29.96	28.05	22.60	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.73	0.02	0.004	0.007	32.40	79.71	-19.89	-3037.75	81.39	15.76	-0.03	0.01	17.03	-0.15	10.25	-30.81	-2.05	31.56	27.75	30.00	28.05	22.61	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.74	-0.00	0.010	0.010	32.40	79.03	-19.68	-3034.31	80.96	16.64	-0.03	0.01	17.06	-0.27	10.25	1.10	28.39	31.61	27.70	29.96	28.03	22.58	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.75	-0.00	0.010	-0.002	32.40	76.01	-20.30	-3033.03	80.77	14.88	-0.03	0.01	17.07	0.09	20.02	-3.21	-11.09	31.64	27.63	29.93	28.05	22.53	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.76	-0.02	0.000	0.004	32.40	73.86	-20.06	-3031.44	79.30	14.25	-0.02	0.01	17.08	0.09	13.92	-55.99	-1.58	31.67	27.62	29.95	28.06	22.50	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.77	-0.00	0.007	0.001	32.40	78.14	-17.94	-3035.15	80.89	14.86	-0.03	0.01	17.09	0.09	15.14	-3.21	-11.09	31.67	27.60	29.96	28.03	22.49	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.78	-0.00	0.016	-0.002	32.40	83.32	-19.16	-3034.50	81.20	15.97	-0.03	0.01	17.10	-0.03	23.68	10.55	2.07	31.71	27.60	29.88	28.01	22.49	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.79	0.01	0.016	0.008	32.40	83.37	-16.30	-3035.84	82.50	16.63	-0.03	0.01	17.10	-0.03	20.02	-76.16	-1.43	31.72	27.59	29.90	27.98	22.48	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.80	0.02	0.019	-0.000	32.40	78.91	-17.95	-3034.31	81.41	14.66	-0.03	0.01	17.10	-0.03	16.36	-162.87	-1.20	31.67	27.59	29.90	27.98	22.50	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.81	0.01	0.012	0.008	32.40	78.05	-17.56	-3031.46	79.79	14.82	-0.03	0.01	17.11	-0.15	17.58	-14.41	-3.25	31.67	27.60	29.88	27.95	22.49	-3112.87	1.66	0.000	10.00	17.00	0.000	26.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.82	0.02	0.010	0.005	32.40	83.28	-17.63	-3034.42	81.44	16.59	-0.03	0.01	17.11	-0.03	13.92	-162.87	-1.20	31.66	27.60	29.83	27.92	22.47	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.83	0.01	0.012	0.007	32.40	79.71	-18.71	-3031.89	80.24	15.76	-0.03	0.01	17.12	-0.03	20.02	-76.16	-1.43	31.67	27.59	29.91	27.92	22.48	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.84	0.02	0.016	0.004	32.40	80.44	-19.98	-3033.31	80.80	14.91	-0.03	0.01	17.10	-0.03	17.58	-162.87	-1.20	31.67	27.61	29.88	27.95	22.49	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.85	0.01	0.013	-0.003	32.40	84.58	-19.27	-3036.58	81.48	16.75	-0.03	0.01	17.10	-0.15	11.47	-14.41	-3.25	31.71	27.60	29.85	27.97	22.49	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.86	0.02	0.003	0.005	32.40	81.15	-21.09	-3036.66	81.00	15.97	-0.03	0.01	17.12	0.09	13.92	49.57	-0.35	31.67	27.60	29.88	27.97	22.50	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.87	0.02	0.012	0.007	32.40	79.71	-19.85	-3035.48	81.09	15.76	-0.03	0.01	17.11	-0.15	20.02	-30.81	-2.05	31.74	27.59	29.88	28.03	22.51	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.88	0.02	0.003	0.005	32.40	76.61	-16.47	-3034.28	82.28	14.61	-0.03	0.01	17.11	0.09	17.58	49.57	-0.35	31.74	27.59	29.85	28.05	22.50	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.89	0.01	0.001	0.001	32.41	81.11	-19.05	-3030.56	79.44	15.96	-0.03	0.01	17.10	-0.15	23.68	-14.41	-3.25	31.79	27.59	29.88	28.06	22.52	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.90	0.01	0.010	0.008	32.40	78.36	-18.57	-3034.56	81.86	16.23	-0.03	0.01	17.10	-0.03	12.70	-76.16	-1.43	31.82	27.57	29.88	28.03	22.53	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.91	0.02	0.007	-0.002	32.40	77.49	-21.40	-3034.36	81.35	16.39	-0.03	0.01	17.09	0.09	16.36	49.57	-0.35	31.83	27.57	29.90	28.08	22.55	-3112.87	1.66	0.000	10.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.92	0.01	0.009	0.003	32.40	70.87	-20.05	-3034.08	81.54	14.43	-0.02	0.01	17.07	-0.15	17.58	-14.41	-3.25	31.87	27.54	29.91	28.06	22.56	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.93	0.02	0.012	0.001	32.40	71.59	-20.12	-3034.08	81.54	14.86	-0.02	0.01	17.08	-0.15	11.47	-30.81	-2.05	31.90	27.52	29.88	28.03	22.58	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.94	0.01	0.009	-0.000	32.40	80.34	-20.19	-3034.46	81.60	16.15	-0.03	0.01	17.08	0.09	15.14	23.18	0.40	31.87	27.51	29.95	28.03	22.61	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
