TIRF Data File: Project 1792; Run 29; ISO False; ID 0ewPQRp
ET	V	SA	IA	RL	FX	FY	FZ	MX	MZ	NFX	NFY	P	N	HT	RE	SR	TSTO	TSTC	TSTI	TSTSI	RST	CFZ	CV	CSA	CSR	CP	CIA	AmbTmp	TLT1	TLT2	TLT3	TLT4	TLT5	TLT6	TLT7	TLT8
s	kph	deg	deg	cm	N	N	N	Nm	Nm	none	none	psi	rpm	Nm	cm	SAE	deg c	deg c	deg c	deg c	deg c	N	kph	deg	none	psi	deg	deg c								
66.80	0.01	0.012	0.003	32.44	-27.64	381.40	-3073.00	51.68	-29.37	0.01	-0.12	19.09	1.07	-16.60	2.03	15.00	26.75	24.87	26.27	30.05	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.81	0.01	0.015	-0.000	32.45	-35.53	381.15	-3069.91	49.41	-30.18	0.01	-0.12	19.08	0.83	-5.62	2.63	11.35	26.78	24.89	26.23	30.04	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.82	0.01	0.020	-0.006	32.44	-46.26	382.04	-3072.32	51.21	-31.40	0.02	-0.12	19.08	0.83	-14.16	2.63	11.35	26.76	24.88	26.27	30.04	22.08	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.83	-0.00	0.018	-0.005	32.44	-43.61	382.07	-3070.80	50.39	-30.43	0.01	-0.12	19.10	1.07	-4.39	-0.28	-116.54	26.81	24.87	26.25	30.07	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.84	0.01	0.013	-0.003	32.44	-33.74	381.00	-3070.91	50.16	-29.05	0.01	-0.12	19.10	0.95	-10.50	2.29	13.18	26.80	24.86	26.32	30.02	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.85	-0.02	0.009	-0.003	32.44	-25.13	379.85	-3071.19	49.94	-28.46	0.01	-0.12	19.08	0.83	-4.39	-6.34	-6.11	26.78	24.87	26.35	30.04	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.86	0.02	0.019	-0.008	32.44	-30.04	379.70	-3069.19	50.31	-30.10	0.01	-0.12	19.05	0.58	-6.84	7.97	3.07	26.83	24.86	26.37	30.04	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.87	0.01	0.018	-0.002	32.45	-34.41	380.03	-3066.69	50.01	-30.75	0.01	-0.12	19.06	0.58	-8.06	3.73	7.70	26.89	24.85	26.30	30.02	22.11	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.88	0.03	0.016	-0.008	32.44	-38.56	380.82	-3067.66	49.74	-30.66	0.01	-0.12	19.05	0.70	-6.84	10.10	2.21	26.89	24.82	26.28	30.09	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.89	0.02	0.019	0.001	32.44	-37.76	380.25	-3070.51	51.77	-29.56	0.01	-0.12	19.05	1.07	-11.72	4.34	6.48	26.86	24.82	26.28	30.10	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.90	0.01	0.016	-0.006	32.44	-33.48	379.84	-3065.73	49.89	-28.95	0.01	-0.12	19.04	0.83	-3.17	2.63	11.35	26.89	24.78	26.28	30.12	22.08	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.91	0.01	0.016	0.005	32.44	-30.04	381.61	-3067.00	50.90	-29.46	0.01	-0.12	19.05	1.07	-10.50	2.03	15.00	26.91	24.79	26.30	30.13	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.92	0.01	0.010	-0.012	32.45	-30.03	380.61	-3065.62	49.46	-30.10	0.01	-0.12	19.04	0.83	-6.84	2.63	11.35	26.89	24.78	26.25	30.12	22.11	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.93	-0.00	0.016	-0.000	32.44	-36.35	378.98	-3063.26	48.67	-31.29	0.01	-0.12	19.07	0.95	-4.39	-0.32	-103.36	26.88	24.80	26.22	30.13	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.94	0.02	0.018	0.004	32.44	-36.18	378.12	-3068.25	50.34	-29.94	0.01	-0.12	19.05	0.95	-12.94	4.89	5.63	26.84	24.83	26.22	30.12	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.95	0.01	0.010	0.001	32.44	-35.64	380.24	-3064.50	49.71	-29.58	0.01	-0.12	19.06	0.95	-9.28	2.29	13.18	26.83	24.83	26.18	30.10	22.12	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.96	0.02	0.020	-0.002	32.44	-34.19	381.27	-3064.78	50.64	-29.37	0.01	-0.12	19.06	0.70	-1.95	6.59	3.92	26.88	24.85	26.17	30.13	22.13	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.97	0.01	0.012	0.005	32.44	-34.33	380.51	-3061.03	49.25	-30.07	0.01	-0.12	19.08	1.07	-8.06	2.03	15.00	26.84	24.83	26.18	30.13	22.14	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.98	0.01	0.016	-0.006	32.44	-32.34	379.84	-3066.88	50.65	-30.15	0.01	-0.12	19.09	1.07	-10.50	2.03	15.00	26.89	24.83	26.18	30.13	22.17	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.99	0.02	0.019	-0.002	32.44	-37.40	378.99	-3064.64	50.74	-31.21	0.01	-0.12	19.11	1.07	-8.06	4.34	6.48	26.89	24.79	26.17	30.15	22.17	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.00	0.01	0.018	-0.002	32.44	-34.96	378.97	-3065.85	50.29	-29.82	0.01	-0.12	19.11	0.95	-10.50	2.29	13.18	26.89	24.78	26.18	30.12	22.19	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.01	-0.00	0.010	0.005	32.44	-32.71	379.41	-3062.55	49.84	-29.15	0.01	-0.12	19.13	0.83	-8.06	-0.36	-90.16	26.88	24.76	26.15	30.12	22.18	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.02	-0.00	0.018	-0.002	32.44	-25.64	380.09	-3064.73	49.75	-27.51	0.01	-0.12	19.12	1.19	-9.28	-0.25	-129.71	26.86	24.76	26.15	30.09	22.17	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.03	0.02	0.012	0.010	32.44	-30.73	378.49	-3062.43	49.59	-29.23	0.01	-0.12	19.13	0.70	-4.39	6.59	3.92	26.88	24.76	26.15	30.15	22.17	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.04	-0.00	0.018	0.004	32.44	-36.39	380.40	-3059.79	48.45	-31.31	0.01	-0.12	19.14	0.95	-4.39	-0.32	-103.34	26.86	24.77	26.17	30.09	22.15	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.05	0.02	0.012	-0.000	32.44	-34.24	377.99	-3059.13	49.15	-30.68	0.01	-0.12	19.12	0.83	-4.39	5.62	4.78	26.91	24.81	26.17	30.09	22.13	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.06	0.01	0.006	-0.003	32.44	-31.85	380.10	-3062.79	50.12	-29.31	0.01	-0.12	19.13	1.07	-3.17	2.03	15.00	26.94	24.80	26.12	30.07	22.11	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.07	0.01	0.004	0.001	32.44	-25.44	380.34	-3061.78	49.99	-28.72	0.01	-0.12	19.13	0.83	-10.50	2.63	11.35	26.89	24.80	26.13	30.05	22.11	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.08	0.01	0.013	0.005	32.44	-25.36	378.35	-3060.91	50.01	-28.69	0.01	-0.12	19.14	1.07	-9.28	2.03	15.00	26.84	24.77	26.13	30.05	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.09	-0.00	0.022	0.003	32.44	-29.68	380.44	-3064.18	50.93	-29.32	0.01	-0.12	19.15	0.95	-6.84	-0.32	-103.35	26.83	24.78	26.08	30.09	22.08	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.10	0.02	0.016	0.003	32.44	-36.89	378.14	-3060.38	49.31	-31.01	0.01	-0.12	19.14	0.83	-8.06	5.62	4.78	26.88	24.77	26.07	30.04	22.06	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.11	0.01	0.012	0.001	32.44	-39.60	378.10	-3062.89	50.29	-30.71	0.01	-0.12	19.13	0.46	-0.73	4.72	5.88	26.84	24.75	26.10	30.02	22.06	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.12	0.02	0.010	-0.008	32.44	-35.59	379.92	-3060.52	50.47	-30.21	0.01	-0.12	19.13	0.95	-10.50	4.89	5.63	26.88	24.74	26.12	29.99	22.05	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.13	0.01	0.010	-0.000	32.44	-28.52	379.15	-3061.67	50.37	-28.58	0.01	-0.12	19.12	0.95	-10.50	2.29	13.18	26.86	24.76	26.12	29.97	22.05	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.14	0.01	0.006	-0.002	32.44	-27.71	377.93	-3059.35	49.19	-28.76	0.01	-0.12	19.10	1.07	-8.06	2.03	15.00	26.86	24.75	26.17	29.97	22.06	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.15	0.01	0.019	0.001	32.44	-32.75	379.20	-3060.31	49.55	-29.81	0.01	-0.12	19.08	0.95	-10.50	2.29	13.18	26.83	24.77	26.20	30.00	22.06	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.16	-0.00	0.019	-0.006	32.45	-40.05	380.03	-3060.47	51.08	-31.54	0.01	-0.12	19.08	0.83	-4.39	-0.36	-90.19	26.89	24.77	26.25	30.00	22.08	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.17	0.01	0.012	0.004	32.44	-40.73	379.36	-3058.91	49.36	-31.94	0.01	-0.12	19.06	1.19	-11.72	1.82	16.83	26.86	24.79	26.20	30.04	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.18	0.01	0.016	-0.000	32.44	-30.74	378.02	-3060.39	49.97	-28.59	0.01	-0.12	19.07	1.07	-11.72	2.03	15.00	26.88	24.78	26.17	30.05	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.19	0.01	0.012	-0.006	32.44	-26.27	378.95	-3061.12	51.56	-27.91	0.01	-0.12	19.06	0.83	-8.06	2.63	11.35	26.84	24.78	26.13	30.05	22.08	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.20	-0.00	0.015	-0.002	32.44	-30.64	377.96	-3059.40	49.83	-29.20	0.01	-0.12	19.05	0.70	-11.72	-0.43	-77.00	26.81	24.80	26.13	30.09	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.21	0.01	0.007	0.001	32.44	-33.58	378.21	-3058.51	50.98	-29.64	0.01	-0.12	19.05	0.83	-8.06	2.63	11.35	26.81	24.79	26.15	30.07	22.08	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.22	-0.00	0.019	-0.002	32.44	-36.37	378.05	-3056.10	50.04	-30.66	0.01	-0.12	19.06	1.07	-4.39	-0.28	-116.55	26.80	24.82	26.13	30.04	22.08	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.23	0.03	0.019	-0.002	32.44	-34.15	379.17	-3060.97	51.52	-30.64	0.01	-0.12	19.04	0.83	-8.06	8.61	2.77	26.76	24.80	26.15	30.04	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.24	-0.00	0.010	0.008	32.44	-30.59	378.53	-3057.16	49.53	-29.82	0.01	-0.12	19.03	0.83	-3.17	-0.36	-90.17	26.78	24.79	26.17	30.07	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.25	0.01	0.012	-0.003	32.44	-28.93	378.01	-3059.00	51.06	-28.88	0.01	-0.12	19.03	0.95	-11.72	2.29	13.18	26.73	24.79	26.17	30.07	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.26	0.01	0.010	0.007	32.44	-25.45	379.65	-3057.62	50.47	-28.73	0.01	-0.12	19.03	0.58	-9.28	3.73	7.70	26.76	24.80	26.07	30.09	22.12	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.27	0.01	0.010	0.005	32.44	-30.32	377.32	-3056.52	49.84	-29.71	0.01	-0.12	19.04	0.09	-8.06	23.18	0.40	26.75	24.81	26.17	30.09	22.12	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.28	0.02	0.016	-0.008	32.44	-36.17	378.90	-3058.83	51.25	-31.23	0.01	-0.12	19.04	-0.15	-6.84	-30.81	-2.05	26.75	24.82	26.15	30.10	22.13	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.29	-0.02	0.013	0.007	32.44	-36.27	378.49	-3058.40	50.31	-30.62	0.01	-0.12	19.06	-0.03	-3.17	183.97	-0.82	26.80	24.83	26.17	30.07	22.14	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.30	0.01	0.015	-0.005	32.44	-29.79	379.09	-3060.17	52.08	-28.72	0.01	-0.12	19.06	0.09	-1.95	23.18	0.40	26.76	24.86	26.20	30.07	22.14	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.31	0.03	0.013	-0.006	32.44	-29.07	377.86	-3057.75	50.88	-28.94	0.01	-0.12	19.08	0.34	-5.62	21.05	0.54	26.76	24.84	26.15	30.04	22.15	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.32	0.02	0.009	0.003	32.44	-27.04	377.16	-3055.19	49.68	-29.00	0.01	-0.12	19.07	-0.15	-1.95	-30.81	-2.05	26.76	24.87	26.15	30.05	22.14	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.33	0.01	0.012	-0.000	32.44	-33.57	378.16	-3052.74	49.58	-30.92	0.01	-0.12	19.08	-0.03	-3.17	-76.16	-1.43	26.80	24.87	26.17	30.04	22.15	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.34	0.01	0.013	0.008	32.44	-36.42	377.46	-3054.85	49.61	-30.68	0.01	-0.12	19.09	0.22	-9.28	10.06	2.22	26.78	24.90	26.12	30.07	22.14	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.35	-0.02	0.013	0.003	32.44	-36.23	378.32	-3057.50	50.85	-29.96	0.01	-0.12	19.08	0.09	-9.28	-55.99	-1.58	26.78	24.90	26.12	30.05	22.13	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.36	0.01	0.007	-0.005	32.44	-33.49	376.83	-3057.70	51.26	-29.60	0.01	-0.12	19.10	0.09	-9.28	23.18	0.40	26.81	24.89	26.10	30.02	22.13	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.37	-0.02	0.016	-0.000	32.44	-28.48	378.12	-3057.38	50.21	-28.56	0.01	-0.12	19.11	-0.03	-8.06	183.97	-0.82	26.80	24.91	26.17	29.97	22.13	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.38	-0.02	0.013	0.010	32.44	-29.79	377.62	-3056.71	51.13	-29.36	0.01	-0.12	19.11	0.09	-4.39	-55.99	-1.58	26.81	24.92	26.18	29.97	22.12	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.39	0.02	0.022	-0.003	32.44	-34.21	375.74	-3058.86	51.17	-30.67	0.01	-0.12	19.11	0.09	-8.06	49.57	-0.35	26.83	24.91	26.17	29.96	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.40	0.03	0.018	0.003	32.44	-34.97	377.10	-3058.34	50.06	-30.47	0.01	-0.12	19.11	0.09	-12.94	75.96	-0.57	26.81	24.90	26.18	29.92	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.41	0.01	0.010	-0.003	32.44	-39.21	376.87	-3056.26	50.44	-31.06	0.01	-0.12	19.11	-0.03	-1.95	-76.16	-1.43	26.84	24.94	26.20	29.94	22.11	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.42	-0.02	0.022	-0.003	32.44	-31.32	378.01	-3060.06	51.80	-29.61	0.01	-0.12	19.11	0.09	-1.95	-55.99	-1.58	26.86	24.97	26.23	29.92	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.43	-0.00	0.012	-0.008	32.44	-28.48	375.45	-3059.93	50.67	-29.21	0.01	-0.12	19.11	0.09	-5.62	-3.21	-11.10	26.89	24.98	26.20	29.88	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.44	0.01	0.015	0.001	32.44	-27.77	375.92	-3059.88	50.67	-28.78	0.01	-0.12	19.11	-0.27	-11.72	-7.96	-5.08	26.93	24.96	26.25	29.84	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.45	0.01	0.006	0.004	32.44	-32.71	377.25	-3057.58	50.58	-30.44	0.01	-0.12	19.11	-0.03	-6.84	-76.16	-1.43	26.91	24.98	26.25	29.86	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.46	0.01	0.007	-0.005	32.44	-36.99	377.87	-3058.47	50.33	-31.05	0.01	-0.12	19.08	0.22	-9.28	10.06	2.23	26.89	24.93	26.20	29.86	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.47	0.02	0.019	0.003	32.44	-37.67	378.26	-3058.42	50.31	-30.81	0.01	-0.12	19.08	-0.03	-4.39	-162.87	-1.20	26.88	24.93	26.20	29.83	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.48	0.02	0.018	-0.009	32.44	-29.11	375.29	-3063.22	50.47	-29.59	0.01	-0.12	19.06	0.09	-1.95	49.57	-0.35	26.91	24.91	26.22	29.88	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.49	-0.02	0.012	0.003	32.44	-23.39	377.06	-3063.26	50.71	-28.13	0.01	-0.12	19.08	0.09	-11.72	-55.99	-1.58	26.81	24.91	26.23	29.91	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.50	0.02	0.007	-0.005	32.44	-26.94	377.84	-3061.03	50.66	-29.60	0.01	-0.12	19.07	0.09	-10.50	49.57	-0.35	26.80	24.88	26.17	29.92	22.06	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.51	-0.00	0.016	-0.005	32.44	-34.11	376.66	-3063.09	50.67	-30.63	0.01	-0.12	19.06	-0.03	-8.06	10.55	2.07	26.80	24.84	26.17	29.89	22.06	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.52	0.01	0.020	0.001	32.44	-37.59	374.72	-3061.86	50.05	-30.14	0.01	-0.12	19.05	-0.15	-1.95	-14.41	-3.25	26.78	24.83	26.20	29.92	22.06	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.53	0.02	0.010	0.010	32.43	-37.00	376.24	-3067.34	50.98	-29.76	0.01	-0.12	19.05	0.22	-5.62	21.51	0.51	26.73	24.83	26.17	29.92	22.06	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.54	0.01	0.009	0.003	32.43	-32.86	376.98	-3061.29	49.18	-29.21	0.01	-0.12	19.04	0.22	-10.50	10.06	2.22	26.73	24.79	26.18	29.92	22.07	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.55	-0.02	0.010	-0.008	32.44	-28.61	376.42	-3065.05	50.30	-29.26	0.01	-0.12	19.03	0.09	-1.95	-55.99	-1.58	26.73	24.79	26.17	29.89	22.08	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.56	-0.00	0.022	0.001	32.43	-27.07	378.06	-3066.52	51.34	-29.65	0.01	-0.12	19.04	-0.15	-10.50	2.00	15.25	26.65	24.80	26.32	29.94	22.12	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.57	0.01	0.018	0.004	32.43	-32.84	375.84	-3065.89	49.52	-30.49	0.01	-0.12	19.03	0.22	-3.17	10.06	2.22	26.57	24.80	26.23	29.97	22.13	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.58	-0.00	0.020	-0.002	32.44	-37.08	376.64	-3065.68	49.11	-31.08	0.01	-0.12	19.02	0.09	-6.84	-3.21	-11.10	26.60	24.80	26.17	29.99	22.11	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.59	0.02	0.013	-0.003	32.43	-34.78	375.39	-3065.63	48.24	-29.75	0.01	-0.12	19.00	-0.03	-9.28	-162.87	-1.20	26.57	24.77	26.22	29.97	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.60	-0.00	0.006	-0.000	32.44	-27.09	374.45	-3068.29	49.61	-28.37	0.01	-0.12	19.02	-0.27	-5.62	1.10	28.43	26.55	24.77	26.20	29.97	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.61	-0.00	0.013	-0.003	32.43	-29.38	375.42	-3068.13	49.82	-29.06	0.01	-0.12	19.03	-0.03	-8.06	10.55	2.07	26.54	24.75	26.17	29.96	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.62	0.01	0.022	-0.003	32.43	-32.03	375.49	-3067.37	50.33	-30.03	0.01	-0.12	19.01	-0.15	-6.84	-14.41	-3.25	26.55	24.79	26.15	29.92	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.63	0.01	0.012	-0.008	32.44	-35.05	375.18	-3071.73	50.89	-31.14	0.01	-0.12	19.03	-0.03	-4.39	-76.16	-1.43	26.57	24.79	26.17	29.91	22.09	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.64	0.01	0.010	-0.002	32.43	-31.35	377.78	-3069.39	50.45	-29.62	0.01	-0.12	19.05	-0.15	-6.84	-14.41	-3.25	26.60	24.79	26.15	29.91	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.65	0.02	0.018	0.004	32.44	-25.45	376.92	-3073.07	50.71	-28.72	0.01	-0.12	19.02	0.22	-5.62	21.51	0.51	26.55	24.83	26.18	29.89	22.10	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
