event,session,car,driver,lap,kph,parse_error,vehicle
DAR,Q06,1,Chaz Mostert,1,88,false,Toyota
DAR,Q06,1,Chaz Mostert,2,74,false,Toyota
DAR,Q06,1,Chaz Mostert,3,261,false,Toyota
DAR,Q06,1,Chaz Mostert,4,261,false,Toyota
DAR,Q06,1,Chaz Mostert,5,91,false,Toyota
DAR,Q06,1,Chaz Mostert,6,260,false,Toyota
DAR,Q06,2,Ryan Wood,1,85,false,Toyota
DAR,Q06,2,Ryan Wood,2,71,false,Toyota
DAR,Q06,2,Ryan Wood,3,260,false,Toyota
DAR,Q06,2,Ryan Wood,4,262,false,Toyota
DAR,Q06,2,Ryan Wood,5,77,false,Toyota
DAR,Q06,2,Ryan Wood,6,262,false,Toyota
DAR,Q06,2,Ryan Wood,7,262,false,Toyota
DAR,Q06,3,Aaron Cameron,1,77,false,Ford
DAR,Q06,3,Aaron Cameron,2,263,false,Ford
DAR,Q06,3,Aaron Cameron,3,260,false,Ford
DAR,Q06,3,Aaron Cameron,4,260,false,Ford
DAR,Q06,3,Aaron Cameron,5,86,false,Ford
DAR,Q06,3,Aaron Cameron,6,261,false,Ford
DAR,Q06,3,Aaron Cameron,7,262,false,Ford
DAR,Q06,3,Aaron Cameron,8,117,false,Ford
DAR,Q06,3,Aaron Cameron,9,263,false,Ford
DAR,Q06,3,Aaron Cameron,10,261,false,Ford
DAR,Q06,3,Aaron Cameron,11,102,false,Ford
DAR,Q06,3,Aaron Cameron,12,262,false,Ford
DAR,Q06,4,Jack Le Brocq,1,128,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,2,264,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,3,265,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,4,245,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,5,96,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,6,265,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,7,266,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,8,93,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,9,264,false,Chevrolet
DAR,Q06,4,Jack Le Brocq,10,169,false,Chevrolet
DAR,Q06,6,Cameron Waters,1,62,false,Ford
DAR,Q06,6,Cameron Waters,2,262,false,Ford
DAR,Q06,6,Cameron Waters,3,262,false,Ford
DAR,Q06,6,Cameron Waters,4,100,false,Ford
DAR,Q06,6,Cameron Waters,5,262,false,Ford
DAR,Q06,6,Cameron Waters,6,262,false,Ford
DAR,Q06,6,Cameron Waters,7,104,false,Ford
DAR,Q06,6,Cameron Waters,8,262,false,Ford
DAR,Q06,6,Cameron Waters,9,262,false,Ford
DAR,Q06,7,James Golding,1,65,false,Ford
DAR,Q06,7,James Golding,2,241,false,Ford
DAR,Q06,7,James Golding,3,261,false,Ford
DAR,Q06,7,James Golding,4,261,false,Ford
DAR,Q06,7,James Golding,5,260,false,Ford
DAR,Q06,7,James Golding,6,121,false,Ford
DAR,Q06,7,James Golding,7,264,false,Ford
DAR,Q06,7,James Golding,8,264,false,Ford
DAR,Q06,7,James Golding,9,118,false,Ford
DAR,Q06,7,James Golding,10,265,false,Ford
DAR,Q06,7,James Golding,11,261,false,Ford
DAR,Q06,7,James Golding,12,97,false,Ford
DAR,Q06,7,James Golding,13,265,false,Ford
DAR,Q06,8,Andre Heimgartner,1,79,false,Toyota
DAR,Q06,8,Andre Heimgartner,2,260,false,Toyota
DAR,Q06,8,Andre Heimgartner,3,261,false,Toyota
DAR,Q06,8,Andre Heimgartner,4,228,false,Toyota
DAR,Q06,8,Andre Heimgartner,5,106,false,Toyota
DAR,Q06,8,Andre Heimgartner,6,262,false,Toyota
DAR,Q06,8,Andre Heimgartner,7,262,false,Toyota
DAR,Q06,8,Andre Heimgartner,8,82,false,Toyota
DAR,Q06,8,Andre Heimgartner,9,264,false,Toyota
DAR,Q06,8,Andre Heimgartner,10,264,false,Toyota
DAR,Q06,9,Jobe Stewart,1,106,false,Chevrolet
DAR,Q06,9,Jobe Stewart,2,261,false,Chevrolet
DAR,Q06,9,Jobe Stewart,3,262,false,Chevrolet
DAR,Q06,9,Jobe Stewart,4,245,false,Chevrolet
