event,session,car,driver,lap,kph,parse_error,vehicle
DAR,E06DAR_RACE_R19,1,Chaz Mostert,1,204,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,2,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,3,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,4,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,5,263,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,6,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,7,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,8,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,9,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,10,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,11,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,12,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,13,259,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,14,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,15,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,16,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,17,177,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,18,258,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,19,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,20,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,21,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,22,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,23,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,24,263,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,25,264,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,26,259,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,27,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,28,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,29,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,30,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,31,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,32,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,33,264,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,34,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,35,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,36,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,37,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,38,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,39,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,40,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,41,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,42,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,43,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,44,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,45,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,46,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,47,178,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,48,260,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,49,261,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,50,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,51,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,52,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,53,263,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,54,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,55,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,56,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,57,263,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,58,263,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,59,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,60,262,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,61,263,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,62,263,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,63,263,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,64,264,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,65,265,false,Toyota
DAR,E06DAR_RACE_R19,1,Chaz Mostert,66,265,false,Toyota
DAR,E06DAR_RACE_R19,2,Ryan Wood,1,209,false,Toyota
DAR,E06DAR_RACE_R19,2,Ryan Wood,2,262,false,Toyota
